ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,predicted
0x1689,CUS_0xc0ab,April,Soyoungd,33,342-90-2649,Engineer,88640.24,7266.686667,3,6,1,2,"Payday Loan, and Payday Loan",4,2,3.51,3.0,Good,950.36,31.82853557,25 Years and 8 Months,No,135.173371,,Low_spent_Small_value_payments,86.63611983,Standard,Standard
0x168a,CUS_0xc0ab,May,Soyoungd,33,342-90-2649,Engineer,88640.24,7266.686667,3,6,1,2,"Payday Loan, and Payday Loan",4,2,3.51,3.0,Good,950.36,34.70283693,25 Years and 9 Months,No,135.173371,279.6186221,High_spent_Medium_value_payments,561.8766736,Good,Good
0x168b,CUS_0xc0ab,June,Soyoungd,33,342-90-2649,Engineer,88640.24,7266.686667,3,6,1,2,"Payday Loan, and Payday Loan",4,0,3.51,3.0,Good,950.36,38.32363895,25 Years and 10 Months,No,135.173371,686.1262166,Low_spent_Small_value_payments,195.3690791,Good,Good
0x168c,CUS_0xc0ab,July,Soyoungd,33,342-90-2649,Engineer,88640.24_,,3,6,1,2_,"Payday Loan, and Payday Loan",4,2,3.51,3.0,_,950.36,25.9791728,25 Years and 11 Months,No,80357.0,164.0748219,High_spent_Large_value_payments,667.4204738,Good,Standard
0x168d,CUS_0xc0ab,August,Soyoungd,33,342-90-2649,Engineer,88640.24,7266.686667,3,6,1,2,"Payday Loan, and Payday Loan",-1,,3.51,3.0,Good,950.36,30.87079911,26 Years and 0 Months,No,135.173371,98.44195128,High_spent_Large_value_payments,733.0533444,Good,Good
0x1692,CUS_0x3e45,January,Harriet McLeodd,35,414-53-2918,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",10,8,5.54,3.0,Standard,179.22,25.64924607,26 Years and 10 Months,Yes,124.3920824,243.7354374,Low_spent_Large_value_payments,378.5404802,Standard,Standard
0x1693,CUS_0x3e45,February,Harriet McLeodd,35_,414-53-2918,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",10,10,4.54,3.0,Standard,179.22,29.40877528,26 Years and 11 Months,Yes,124.3920824,142.7518641,High_spent_Medium_value_payments,459.5240535,Standard,Standard
0x1694,CUS_0x3e45,March,Harriet McLeodd,35,#F%$D@*&8,Entrepreneur,54392.16_,,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",15,11,5.54,3.0,_,179.22,31.25892847,27 Years and 0 Months,NM,124.3920824,33.34956859,High_spent_Large_value_payments,558.926349,Standard,Standard
0x1695,CUS_0x3e45,April,Harriet McLeodd,35,414-53-2918,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",10,7,0.54,3.0,Standard,179.22,27.19258741,27 Years and 1 Months,Yes,124.3920824,494.8422277,Low_spent_Small_value_payments,147.4336899,Standard,Standard
0x1696,CUS_0x3e45,May,Harriet McLeodd,35,414-53-2918,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",10,8,11.54,3.0,Standard,179.22,34.59532446,27 Years and 2 Months,Yes,124.3920824,233.1184454,Low_spent_Small_value_payments,409.1574722,Standard,Standard
0x1697,CUS_0x3e45,June,Harriet McLeodd,35,414-53-2918,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",10,8,5.54,3.0,_,179.22,23.1950254,27 Years and 3 Months,Yes,124.3920824,635.1465605,Low_spent_Small_value_payments,7.129357074,Standard,Standard
0x1698,CUS_0x3e45,July,Harriet McLeodd,36,414-53-2918,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",10,8,5.54,7.0,Standard,179.22,35.11253199,27 Years and 4 Months,Yes,124.3920824,158.1124035,Low_spent_Large_value_payments,464.1635141,Standard,Standard
0x1699,CUS_0x3e45,August,Harriet McLeodd,36,414-53-2918,Entrepreneur,54392.16,4766.68,6,4,14,3,"Not Specified, Student Loan, and Personal Loan",10,8,5.54,7.0,Standard,179.22,32.87880507,27 Years and 5 Months,Yes,124.3920824,495.1178979,Low_spent_Small_value_payments,147.1580197,Standard,Standard
0x169e,CUS_0x6c66,January,Sinead Carews,39,328-33-6328,Manager,8701.545,,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,6.0,_,2602.69,24.52316385,8 Years and 11 Months,Yes,36.54819717,13.06620992,Low_spent_Large_value_payments,272.2984679,Poor,Poor
0x169f,CUS_0x6c66,February,Sinead Carews,39,328-33-6328,Manager,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,6.0,Standard,2602.69,39.9025176,9 Years and 0 Months,Yes,36.54819717,34.71516394,Low_spent_Large_value_payments,250.6495139,Poor,Poor
0x16a0,CUS_0x6c66,March,Sinead Carews,39,328-33-6328,Manager,8701.545_,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,,8.86,6.0,Standard,2602.69,36.47591386,9 Years and 1 Months,NM,36.54819717,45.65097554,Low_spent_Large_value_payments,239.7137023,Poor,Poor
0x16a1,CUS_0x6c66,April,Sinead Carews,39,328-33-6328,Manager,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",22,7,8.86,6.0,Standard,2602.69,32.09749228,9 Years and 2 Months,Yes,36.54819717,20.39018388,Low_spent_Small_value_payments,284.974494,Poor,Poor
0x16a2,CUS_0x6c66,May,Sinead Carews,39,328-33-6328,Manager,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",22,9,8.86,6.0,Standard,2602.69,37.16937449,9 Years and 3 Months,Yes,36.54819717,50.4869522,Low_spent_Small_value_payments,254.8777256,Poor,Poor
0x16a3,CUS_0x6c66,June,,39,328-33-6328,Manager,8701.545,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,6,_,6.0,Standard,2602.69,28.57003141,9 Years and 4 Months,Yes,36.54819717,52.93161341,Low_spent_Medium_value_payments,242.4330644,Poor,Poor
0x16a4,CUS_0x6c66,July,,39,328-33-6328,Manager,8701.545,,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",21,9,_,9.0,Standard,2602.69,38.46541541,,Yes,36.54819717,30.4718063,Low_spent_Medium_value_payments,264.8928715,Poor,Poor
0x16a5,CUS_0x6c66,August,Sinead Carews,39,328-33-6328,Manager,8701.545_,519.12875,6,5,32,7,"Personal Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",23,9,8.86,9.0,Standard,2602.69,28.81553706,9 Years and 6 Months,NM,36.54819717,,Low_spent_Small_value_payments,264.7720511,Poor,Poor
0x16aa,CUS_0xff4,January,Poornimaf,36,655-05-7666,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,14,7.83,5.0,Standard,758.44,37.41820917,18 Years and 2 Months,NM,101.3286374,53.10459911,High_spent_Medium_value_payments,337.1522635,Standard,Standard
0x16ab,CUS_0xff4,February,,-500,655-05-7666,Entrepreneur,25546.26,,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,13,7.83,,Standard,758.44,29.71137554,18 Years and 3 Months,Yes,101.3286374,300.3232317,Low_spent_Small_value_payments,129.933631,Standard,Standard
0x16ac,CUS_0xff4,March,Poornimaf,37,655-05-7666,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,10,7.83,5.0,Standard,758.44,25.41361674,18 Years and 4 Months,Yes,101.3286374,91.21658676,Low_spent_Large_value_payments,319.0402759,Standard,Standard
0x16ad,CUS_0xff4,April,Poornimaf,37,655-05-7666,Entrepreneur,25546.26_,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,10,7.83,,Standard,758.44,35.94627822,18 Years and 5 Months,Yes,101.3286374,83.71475049,High_spent_Medium_value_payments,306.5421121,Standard,Standard
0x16ae,CUS_0xff4,May,Poornimaf,37,655-05-7666,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,13,7.83,5.0,_,758.44,28.27742001,18 Years and 6 Months,Yes,101.3286374,311.9993475,Low_spent_Small_value_payments,118.2575152,Standard,Standard
0x16af,CUS_0xff4,June,Poornimaf,37,655-05-7666,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,10,7.83,5.0,_,758.44,34.58659949,,Yes,101.3286374,61.73074847,High_spent_Small_value_payments,338.5261142,Standard,Standard
0x16b0,CUS_0xff4,July,Poornimaf,37,655-05-7666,Entrepreneur,25546.26,2415.855,8,7,14,5,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",16,14,10.83,5.0,Standard,758.44,30.09906724,18 Years and 8 Months,Yes,101.3286374,130.3003938,Low_spent_Small_value_payments,299.9564689,Standard,Standard
0x16b1,CUS_0xff4,August,Poornimaf,37,655-05-7666,Entrepreneur,25546.26,2415.855,8,7,14,5_,"Not Specified, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",15,13_,7.83,5.0,Standard,758.44,39.3334879,18 Years and 9 Months,Yes,101.3286374,189.8158613,Low_spent_Medium_value_payments,230.4410013,Standard,Standard
0x16b6,CUS_0x33d2,January,Chalmersa,30,965-46-2491,Scientist,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,6.28,0.0,Standard,818.22,25.36959679,16 Years and 10 Months,Yes,45.14129822,81.99883506,Low_spent_Medium_value_payments,447.0747001,Standard,Standard
0x16b7,CUS_0x33d2,February,Chalmersa,30,965-46-2491,Scientist,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",12,14,6.28,0.0,Standard,818.22,37.95856941,16 Years and 11 Months,Yes,45.14129822,__10000__,Low_spent_Small_value_payments,157.8698035,Standard,Standard
0x16b8,CUS_0x33d2,March,Chalmersa,181,965-46-2491,Scientist,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,10.28,1.0,Standard,818.22,27.38010905,17 Years and 0 Months,Yes,45.14129822,264.2570885,Low_spent_Small_value_payments,274.8164466,Standard,Standard
0x16b9,CUS_0x33d2,April,Chalmersa,30_,965-46-2491,Scientist,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14,6.28,1.0,_,818.22,34.15826212,17 Years and 1 Months,Yes,45.14129822,152.4523259,Low_spent_Medium_value_payments,376.6212092,Standard,Standard
0x16ba,CUS_0x33d2,May,Chalmersa,30,965-46-2491,Scientist,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,14_,6.28,1.0,Standard,818.22,30.7880388,17 Years and 2 Months,Yes,45.14129822,43.47040867,High_spent_Medium_value_payments,455.6031264,Standard,Standard
0x16bb,CUS_0x33d2,June,Chalmersa,31,965-46-2491,Scientist,31993.78,,6,6,7,2_,"Payday Loan, and Home Equity Loan",8,14,6.28,1.0,Standard,818.22,34.28096872,17 Years and 3 Months,Yes,45.14129822,112.7238874,High_spent_Small_value_payments,396.3496477,Standard,Standard
0x16bc,CUS_0x33d2,July,Chalmersa,31,965-46-2491,Scientist,31993.78,,6,6,7,-100,"Payday Loan, and Home Equity Loan",8,16,6.28,1.0,Standard,818.22,29.50345427,17 Years and 4 Months,Yes,45.14129822,104.5572362,High_spent_Small_value_payments,404.5162989,Standard,Standard
0x16bd,CUS_0x33d2,August,Chalmersa,31,#F%$D@*&8,Scientist,31993.78,2942.148333,6,6,7,2,"Payday Loan, and Home Equity Loan",8,16,6.28,1.0,Standard,818.22,36.01279377,17 Years and 5 Months,Yes,45.14129822,97.58820324,Low_spent_Large_value_payments,421.4853319,Standard,Standard
0x16c2,CUS_0x6070,January,Parkm,20,891-55-9364,Accountant,92047.08,,6,7,16,0,,16,11,9.13,0.0,Standard,1296.64,37.11561494,29 Years and 2 Months,Yes,0.0,154.6341231,!@9#%8,854.5248769,Standard,Standard
0x16c3,CUS_0x6070,February,,20,891-55-9364,Accountant,92047.08_,7591.59,6,7,16,0,,16,11,9.13,4.0,Standard,1296.64,39.46775837,29 Years and 3 Months,Yes,0.0,710.4953807,Low_spent_Medium_value_payments,328.6636193,Standard,Standard
0x16c4,CUS_0x6070,March,Parkm,20,891-55-9364,Accountant,92047.08,7591.59,6,7,16,0,,18,11,9.13,4.0,_,1296.64,27.79278836,29 Years and 4 Months,Yes,0.0,175.4456227,High_spent_Large_value_payments,823.7133773,Standard,Poor
0x16c5,CUS_0x6070,April,Parkm,20,891-55-9364,Accountant,92047.08,7591.59,6,7,16,0_,,16,11,9.13,4.0,Standard,1296.64,42.94468168,,Yes,0.0,120.9075538,High_spent_Large_value_payments,878.2514462,Poor,Poor
0x16c6,CUS_0x6070,May,Parkm,20,#F%$D@*&8,Accountant,92047.08,7591.59,6,7,16,0,,16,8,9.13,4.0,Standard,1296.64,34.35765024,29 Years and 6 Months,NM,0.0,78.71934549,High_spent_Large_value_payments,920.4396545,Poor,Poor
0x16c7,CUS_0x6070,June,Parkm,20,891-55-9364,Accountant,92047.08,7591.59,6,7,16,0,,16,13,13.13,4.0,Standard,1296.64,28.77693774,,Yes,0.0,266.5850272,Low_spent_Small_value_payments,782.5739728,Poor,Poor
0x16c8,CUS_0x6070,July,,20,891-55-9364,Accountant,92047.08,7591.59,6,7,16,0,,16,10,9.13,4.0,_,1296.64,40.75852164,29 Years and 8 Months,Yes,0.0,59.28557023,High_spent_Large_value_payments,939.8734298,Poor,Poor
0x16c9,CUS_0x6070,August,Parkm,20,891-55-9364,Accountant,92047.08,7591.59,6,7,16,0,,16,11,9.13,4.0,Standard,1296.64,27.72764678,29 Years and 9 Months,Yes,0.0,268.0846033,Low_spent_Large_value_payments,761.0743967,Poor,Poor
0x16ce,CUS_0xfdb,January,Patrickg,45,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12,9.22,8.0,Standard,1283.37,28.94089259,6 Years and 5 Months,Yes,103.0375604,254.8616151,Low_spent_Medium_value_payments,211.9393246,Standard,Standard
0x16cf,CUS_0xfdb,February,Patrickg,46,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12,9.22,8.0,Standard,1283.37,27.86131019,6 Years and 6 Months,Yes,103.0375604,103.2103074,Low_spent_Large_value_payments,353.5906322,Standard,Standard
0x16d0,CUS_0xfdb,March,Patrickg,46,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",10,12,9.22,8.0,Standard,1283.37,27.88169704,6 Years and 7 Months,Yes,103.0375604,35.79356841,High_spent_Large_value_payments,391.0073712,Standard,Standard
0x16d1,CUS_0xfdb,April,Patrickg,46,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12,9.22,8.0,Standard,1283.37,38.39455822,6 Years and 8 Months,Yes,103.0375604,280.2182538,Low_spent_Small_value_payments,196.5826859,Standard,Standard
0x16d2,CUS_0xfdb,May,Patrickg,46,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",15,,8.22,10.0,_,1283.37,33.23978443,6 Years and 9 Months,Yes,103.0375604,154.0197492,High_spent_Small_value_payments,292.7811904,Standard,Standard
0x16d3,CUS_0xfdb,June,Patrickg,46,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",11,12_,8.22,10.0,Standard,1283.37,26.87446741,6 Years and 10 Months,Yes,103.0375604,272.2735499,Low_spent_Small_value_payments,204.5273897,Standard,Standard
0x16d4,CUS_0xfdb,July,Patrickg,46,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",7,,9.22,10.0,Standard,1283.37_,24.2055332,6 Years and 11 Months,Yes,103.0375604,__10000__,Low_spent_Small_value_payments,85.90209493,Standard,Standard
0x16d5,CUS_0xfdb,August,Patrickg,46,928-91-4452,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",13,12,2.22,10.0,Standard,1283.37,27.93012371,7 Years and 0 Months,Yes,103.0375604,359.7718323,Low_spent_Small_value_payments,117.0291074,Standard,Standard
0x16da,CUS_0x3553,January,Laurence Frosty,26,084-25-3745,Musician,97791.42,8079.285,6,6,12,0_,,18,8,17.92,1.0,Standard,107.41,25.71557884,27 Years and 2 Months,Yes,0.0,451.2465194,Low_spent_Small_value_payments,646.6819806,Standard,Standard
0x16db,CUS_0x3553,February,Laurence Frosty,26,084-25-3745,Musician,97791.42,8079.285,6,6,12,0,,18,8,11.92,1.0,_,107.41,28.71120252,27 Years and 3 Months,Yes,0.0,322.7203197,Low_spent_Large_value_payments,755.2081803,Standard,Standard
0x16dc,CUS_0x3553,March,Laurence Frosty,26,084-25-3745,Musician,97791.42,8079.285,6,6,12,0,,18,7,17.92,1.0,_,107.41,34.92287233,27 Years and 4 Months,Yes,0.0,176.2642258,High_spent_Medium_value_payments,881.6642742,Standard,Standard
0x16dd,CUS_0x3553,April,Laurence Frosty,26,084-25-3745,Musician,97791.42,,6,6,12,0,,19,8,15.92,1.0,Standard,107.41,26.51363149,27 Years and 5 Months,Yes,629.8156531,499.24502,Low_spent_Medium_value_payments,588.68348,Good,Good
0x16de,CUS_0x3553,May,Laurence Frosty,26,084-25-3745,Musician,97791.42,7449.469347,6,6,12,0,,18,,17.92,1.0,_,107.41,38.64911431,27 Years and 6 Months,Yes,629.8156531,77.60922834,High_spent_Large_value_payments,970.3192717,Good,Good
0x16df,CUS_0x3553,June,Laurence Frosty,26,084-25-3745,Musician,97791.42,7449.469347,6,6,12,0,,16,8,17.92,1.0,Standard,107.41,44.67688859,27 Years and 7 Months,Yes,629.8156531,108.3039386,High_spent_Large_value_payments,939.6245614,Good,Good
0x16e0,CUS_0x3553,July,Laurence Frosty,26,084-25-3745,Musician,97791.42,7449.469347,6,6,12,0,,18,8,13.92,1.0,Standard,107.41,28.80734982,27 Years and 8 Months,Yes,629.8156531,743.5408013,!@9#%8,334.3876987,Standard,Standard
0x16e1,CUS_0x3553,August,Laurence Frosty,26,084-25-3745,Musician,97791.42_,7449.469347,6,6,12,0,,18,8,17.92,1.0,Standard,107.41,33.8944426,27 Years and 9 Months,Yes,629.8156531,110.3182036,High_spent_Medium_value_payments,947.6102964,Good,Good
0x16e6,CUS_0x4100,January,Reema,31,068-83-4394,Entrepreneur,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",52,,9.95,7.0,Bad,2430.21,29.93418573,18 Years and 2 Months,Yes,49.57206224,79.17641583,Low_spent_Small_value_payments,312.4876886,Poor,Poor
0x16e7,CUS_0x4100,February,Reema,31,068-83-4394,Entrepreneur,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,18,9.95,7.0,Bad,2430.21,36.64120358,18 Years and 3 Months,NM,49.57206224,55.29821299,High_spent_Small_value_payments,306.3658914,Poor,Poor
0x16e8,CUS_0x4100,March,Reema,31,068-83-4394,Entrepreneur,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",48,19,15.95,7.0,_,2430.21,37.62486247,,Yes,49.57206224,140.8185959,Low_spent_Large_value_payments,230.8455085,Poor,Poor
0x16e9,CUS_0x4100,April,Reema,31,#F%$D@*&8,Entrepreneur,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,19,9.95,7.0,Bad,2430.21,28.87038692,18 Years and 5 Months,Yes,49.57206224,61.42802987,High_spent_Small_value_payments,300.2360745,Standard,Standard
0x16ea,CUS_0x4100,May,Reema,32,068-83-4394,Entrepreneur,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,19,9.95,7.0,Bad,2430.21,28.05884596,,Yes,49.57206224,173.0425508,Low_spent_Small_value_payments,218.6215536,Poor,Poor
0x16eb,CUS_0x4100,June,Reema,32,#F%$D@*&8,_______,19300.34,1512.361667,6,1029,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,17,9.95,8.0,Bad,2430.21,25.84779062,18 Years and 7 Months,Yes,49.57206224,83.44744883,Low_spent_Large_value_payments,288.2166556,Poor,Poor
0x16ec,CUS_0x4100,July,Reema,32,068-83-4394,Entrepreneur,19300.34,,6,7,17,5_,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",51,19,8.95,8.0,_,2430.21,25.84314494,18 Years and 8 Months,Yes,56566.0,120.9754899,Low_spent_Large_value_payments,250.6886146,Poor,Poor
0x16ed,CUS_0x4100,August,Reema,32,#F%$D@*&8,Entrepreneur,19300.34,1512.361667,6,7,17,5,"Mortgage Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Not Specified",53,19,9.95,8.0,Bad,2430.21,23.70919322,18 Years and 9 Months,Yes,49.57206224,118.1855507,Low_spent_Medium_value_payments,263.4785537,Standard,Standard
0x16f2,CUS_0x132f,January,,41,#F%$D@*&8,Musician,19514.88,1828.24,7,5,17,0,,30,12,4.17,2.0,_,881.4,26.08454275,19 Years and 3 Months,NM,0.0,50.14372714,High_spent_Medium_value_payments,382.6802729,Standard,Standard
0x16f3,CUS_0x132f,February,Mark Felsenthald,41,561-60-9294,Musician,19514.88,1828.24,7,5,17,0,,30,14,4.17,2.0,_,881.4,25.66585678,19 Years and 4 Months,No,0.0,__10000__,High_spent_Large_value_payments,381.8960652,Standard,Poor
0x16f4,CUS_0x132f,March,,41,561-60-9294,Musician,19514.88,1828.24,7,5,17,0,,30,12,4.17,2.0,Standard,881.4,33.66946005,19 Years and 5 Months,No,0.0,43.31582446,High_spent_Medium_value_payments,389.5081755,Standard,Standard
0x16f5,CUS_0x132f,April,,41,561-60-9294,Musician,19514.88,1828.24,7,488,17,0,,30,12,4.17,2.0,Standard,881.4,34.50370724,19 Years and 6 Months,No,0.0,45.38882031,High_spent_Medium_value_payments,387.4351797,Poor,Standard
0x16f6,CUS_0x132f,May,Mark Felsenthald,41,561-60-9294,Musician,19514.88,,7,5,17,0,,30,,4.17,2.0,Standard,881.4,41.1763842,19 Years and 7 Months,No,0.0,168.3414629,Low_spent_Small_value_payments,304.4825371,Poor,Poor
0x16f7,CUS_0x132f,June,Mark Felsenthald,41,#F%$D@*&8,_______,19514.88,,7,5,17,0,,30,12,4.17,2.0,Standard,881.4,38.78807246,19 Years and 8 Months,No,0.0,151.3776398,Low_spent_Small_value_payments,321.4463602,Poor,Poor
0x16f8,CUS_0x132f,July,Mark Felsenthald,41,561-60-9294,Musician,19514.88,1828.24,7,5,17,0,,30,15,4.17,2.0,Standard,881.4,27.18248277,19 Years and 9 Months,No,0.0,184.63116,Low_spent_Medium_value_payments,278.19284,Poor,Poor
0x16f9,CUS_0x132f,August,Mark Felsenthald,41,561-60-9294,Musician,19514.88,,7,5,5240,0,,26,11,4.17,4.0,_,881.4,28.78188778,19 Years and 10 Months,No,0.0,99.14154149,High_spent_Small_value_payments,343.6824585,Poor,Poor
0x16fe,CUS_0xa16e,January,Lee Chyenz,41,905-50-7912,Media_Manager,10183.015,,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,,8.97,6.0,Bad,1672.43,25.95127289,10 Years and 1 Months,Yes,37.58807284,14.62273924,High_spent_Large_value_payments,295.2476463,Poor,Poor
0x16ff,CUS_0xa16e,February,Lee Chyenz,41,905-50-7912,Media_Manager,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,18,7.97,6.0,Bad,1672.43,32.38559762,10 Years and 2 Months,NM,37.58807284,92.36195002,Low_spent_Small_value_payments,267.5084355,Poor,Poor
0x1700,CUS_0xa16e,March,Lee Chyenz,41,905-50-7912,Media_Manager,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,23,7.97,6.0,Bad,1672.43,23.73134791,10 Years and 3 Months,Yes,37.58807284,91.88397194,Low_spent_Small_value_payments,267.9864136,Poor,Poor
0x1701,CUS_0xa16e,April,Lee Chyenz,41,905-50-7912,Media_Manager,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",43,20,7.97,6.0,_,1672.43,27.61417778,10 Years and 4 Months,Yes,37.58807284,46.81041575,High_spent_Small_value_payments,283.0599697,Standard,Standard
0x1702,CUS_0xa16e,May,Lee Chyenz,41,905-50-7912,Media_Manager,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",51,,7.97,6.0,Bad,1672.43,32.29348991,10 Years and 5 Months,Yes,37.58807284,65.83126164,!@9#%8,294.0391239,Poor,Poor
0x1703,CUS_0xa16e,June,Lee Chyenz,42,905-50-7912,_______,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",48,24,10.97,1050.0,Bad,1672.43,25.10540255,10 Years and 6 Months,Yes,37.58807284,73.89986104,Low_spent_Small_value_payments,285.9705245,Poor,Poor
0x1704,CUS_0xa16e,July,Lee Chyenz,42,905-50-7912,Media_Manager,10183.015,1074.584583,7,5,17,5,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Student Loan",52,21,7.97,6.0,_,1672.43,24.71382399,10 Years and 7 Months,Yes,37.58807284,61.86372758,Low_spent_Small_value_payments,298.0066579,Poor,Poor
